,Retail_Product_Color,Retail_Product_Level1,Retail_Product_Level1Name,Retail_Product_Level2Name,Retail_Product_Level3Name,Retail_Product_Level4Name,Retail_Product_Name,Retail_Product_SKU,Retail_Product_Size,Retail_Product_Style,Retail_SOHQTY,Retail_CCQTY,_merge,Diff,Unders
2860,PRETO,C,VESTUARIO,CP,CPM,CPMG,2 PARES MEIA INVISIVEL ACC SLO URSO   CI,9434620001,34/39,MEIA CASUAL/ESPORTIVA,1,0,left_only,-1,1
2861,CINZA,C,VESTUARIO,CR,CRB,CRBB,BERMULDOLL MANGA CURTA CR PRD ELLA  CINZ,9656040003,G,BERMUDOL/SHORT DOLL,1,0,left_only,-1,1
2862,PRETO,C,VESTUARIO,C7,C7A,C7AK,CALC TG GALIS KIT P1 2X1 PTO ROXO LIV C7,8517010001,P,KIT CALCINHA,1,0,left_only,-1,1
2863,JEANS,C,VESTUARIO,CY,CYC,CYCE,BLUSA MANGA CURTA JEANS PS PRD INK MANGA,9427230003,52,TOP PLUS,1,1,both,0,0
2864,JEANS,C,VESTUARIO,CY,CYA,CYAD,BERMUDA JEANS CRN MSA INK USED BARRA FEI,9573060006,46,BOTTOM CURTO JEANS,2,2,both,0,0
2865,JEANS,C,VESTUARIO,CY,CYA,CYAH,SHORT JEANS JV MSA INK ELASTICO CINTURA,9592950004,40,SAIA,3,0,left_only,-3,3
2866,ROXO,C,VESTUARIO,CY,CYB,CYBA,CALCA JEANS CRN MSA INK RASGOS BARRA VIR,9427150012,46,CALÇA JEANS,1,0,left_only,-1,1
2867,PRETO,C,VESTUARIO,CY,CYB,CYBA,CALCA  CF PRD INK ABERTURA BARRA LISO 50,9480050005,46,CALÇA JEANS,1,1,both,0,0
2868,JEANS,C,VESTUARIO,CM,CMA,CMAA,CALCA JEANS CRN PRD INK EVT SUPER STONE,9561450004,42,CALÇA JEANS,2,0,left_only,-2,2
2869,PRETO,C,VESTUARIO,CM,CMB,CMBA,CALCA APP SARJA CS NEU 5 POCKETS SLIM LI,7588420002,38,CALÇA SARJA,1,0,left_only,-1,1
2870,ROSA,C,VESTUARIO,CR,CRB,CRBC,CAMISOLA MANGA CURTA CR PRD ELLA ESTAMPA,9569840002,GG,CAMISOLA / ROBE,3,3,both,0,0
2871,JEANS,C,VESTUARIO,CY,CYA,CYAA,CALCA   SAW MARCA DE TERCEIROS CALCA BOO,9660040003,38,CALÇA JEANS,2,1,both,-1,1
2872,PRETO,C,VESTUARIO,C5,C5A,C5AA,OCULOS  C5 MSA MAIS ACESSORIOS FEM ACE P,9682760001,UNICO,ÓCULOS ACETATO,1,1,both,0,0
2873,ROSA,C,VESTUARIO,CR,CRA,CRAS,SHORT DOLL MANGA CURTA CR SLO ELLA STAY,9470230001,G,SHORT DOLL,1,1,both,0,0
2874,PRETO,C,VESTUARIO,C9,C9A,C9AT,SOUTIEN  C9 PRD ELLA BORBOLETA LISO PRET,9380890002,46,SOUTIEN / TOP,6,2,both,-4,4
2875,JEANS,C,VESTUARIO,CY,CYD,CYDA,CALCA JEANS CRN MSA INK USED BIGODE BARR,9384570004,40,CALÇA JEANS,2,0,left_only,-2,2
2876,JEANS,C,VESTUARIO,CY,CYA,CYAD,SHORT JEANS CRN SLO INK BARRA CHUVEIRINH,9384110001,34,BOTTOM CURTO JEANS,1,0,left_only,-1,1
2877,BRANCO,C,VESTUARIO,CR,CRA,CRAK,CALCINHA CR SLO ELLA 2 PCS COTTON VICHY,9280790003,M,KIT CALCINHA,1,1,both,0,0
2878,,W,BELEZA,WB,WBV,WBVM,SIAGE MASCARA CAPILAR REGENERACAO POS QU,9170570000,,MASCARA,1,0,left_only,-1,1
2879,,H,ELETRO-ELETRONICOS,HB,HBH,HBHG,SAMS GALAXY A23 AZUL 128GB SM A235MLBGZT,9561380000,,SAMSUNG,1,1,both,0,0
2880,JEANS,C,VESTUARIO,CM,CMA,CMAA,CALCA CM MSA INK SLIM LAVAGEM COM USED F,9440460007,36,CALÇA JEANS,1,0,left_only,-1,1
2881,CINZA,C,VESTUARIO,CN,CNC,CNCS,SHORT DOLL MANGA CURTA JV CN SLO ELLA GA,9438680003,GG,SHORT DOLL,1,1,both,0,0
2882,JEANS,C,VESTUARIO,CM,CMA,CMAA,CALCA JEANS EVT JNS CRN MSA INK JOGGER J,9532900002,40,CALÇA JEANS,2,0,left_only,-2,2
2883,JEANS,C,VESTUARIO,CY,CYA,CYAA,CALCA JEANS CRN MSA INK USED TANK RASGOS,9412320004,42,CALÇA JEANS,1,1,both,0,0
2884,JEANS,C,VESTUARIO,CM,CMA,CMAA,CALCA JEANS CRN MSA INK JOGGER JEANS BAS,9532910002,48,CALÇA JEANS,1,0,left_only,-1,1
2885,BRANCO,C,VESTUARIO,CN,CNC,CNCK,CALCINHA JV CN SLO ELLA CORACAO ESTAMPAD,9588750003,M,KIT CALCINHA,3,3,both,0,0
2886,JEANS,C,VESTUARIO,CY,CYC,CYCB,CALCA JEANS PS MSA INK USED E BARRA CHUV,9383740004,46,CALÇA JEANS PLUS,1,1,both,0,0
2887,JEANS,C,VESTUARIO,CM,CMA,CMAA,CALCA JEANS CRN MSA INK SUPER STONE   US,9486270006,46,CALÇA JEANS,1,0,left_only,-1,1
2888,PRETO,C,VESTUARIO,C6,C6A,C6AB,CINTA APP CALCINHA TRS FAIXA ULTRA ZERO,8332790003,G,CALCINHA / BOTTOM,2,2,both,0,0
2889,JEANS,C,VESTUARIO,CY,CYA,CYAD,SHORT JEANS CRN PRD INK ELASTICO NO COS,9420230005,44,BOTTOM CURTO JEANS,2,2,both,0,0
2890,PRETO,C,VESTUARIO,CJ,CJA,CJAT,SOUTIEN BASE CJ MSA ELLA BICOLOR LISO PR,9424780001,40,SOUTIEN / TOP,2,1,both,-1,1
2891,JEANS,C,VESTUARIO,CY,CYA,CYAA,CALCA JEANS CDD PRD INK VISTA ABOTOADA L,9415650004,44,CALÇA JEANS,2,0,left_only,-2,2
2892,JEANS,C,VESTUARIO,CY,CYA,CYAA,CALCA JEANS CF MSA INK USED TANK DIRT LI,9579550003,40,CALÇA JEANS,4,4,both,0,0
2893,AZUL,C,VESTUARIO,CR,CRB,CRBK,KIT CALCINHA CR SLO ELLA LISO MARINHO GG,9679470004,GG,KIT CALCINHA,1,1,both,0,0
2894,,W,BELEZA,WK,WKC,WKCM,COMBO  WK JEQUITI ESTOJO PATRICIA ABRAVA,9413250000,,KIT FEMININO,18,18,both,0,0
2895,ROXO,C,VESTUARIO,CY,CYA,CYAE,BERMUDA SARJA CRN SLO INK BARRA VIRADA 1,9384650005,38,BOTTOM CURTO SARJA,1,1,both,0,0
2896,BRANCO,C,VESTUARIO,CP,CPM,CPMG,MEIA SAPATILHA INVISIVEL APP ACC BRANCO,8299320001,34-38,MEIA CASUAL/ESPORTIVA,34,1,both,-33,33
2897,PRETO,C,VESTUARIO,CJ,CJA,CJAB,CALCINHA  APP5 SNS SLO PP BIQUINI PRETO,7575560001,P,CALCINHA / BOTTOM,5,5,both,0,0
2898,VERDE,C,VESTUARIO,CM,CMB,CMBA,CALCA JOGGER MSA INK VERDE LAVADO LISO 8,9596180002,38,CALÇA SARJA,2,0,left_only,-2,2
2899,,H,ELETRO-ELETRONICOS,HZ,HZA,HZAH,RELOGIO XGAMES MASC PRETO P3 DIGITAL XMP,9276180000,,MASCULINO EMBORRACHADO,1,1,both,0,0
2900,VINHO,C,VESTUARIO,CJ,CJA,CJAB,CALCINHA CJ MSA ELLA BICOLOR VINHO P VIN,9687080003,P,CALCINHA / BOTTOM,1,1,both,0,0
2901,,W,BELEZA,WA,WAE,WAEP,COLONIA DESODORANTE MASCULINA PORTIOLLI,8687210000,,PERFUME,5,4,both,-1,1
2902,VINHO,C,VESTUARIO,CJ,CJA,CJAT,SOUTIEN CJ MSA ELLA BICOLOR VINHO 46 VIN,9687070008,46,SOUTIEN / TOP,2,2,both,0,0
2903,JEANS,C,VESTUARIO,CM,CMC,CMCA,CALCA JEANS CRN PRD INK CALCA SKINNY USE,9566290005,44,BOTTOM  JOVEM,2,0,left_only,-2,2
2904,JEANS,C,VESTUARIO,CY,CYA,CYAH,BERMUDA JEANS CF MSA INK MOM MEIA COXA L,9592970004,40,SAIA,4,0,left_only,-4,4
2905,PRETO,C,VESTUARIO,C7,C7A,C7AK,2 CALCINHAS TG CALCA ALTA RENDA LATERAL,9664740001,G,KIT CALCINHA,2,2,both,0,0
2906,PRETO,C,VESTUARIO,C5,C5A,C5AB,OCULOS  C5 MAIS ACESSORIOS OCULOS FEM ME,9724460001,UNICO,ÓCULOS METAL,1,1,both,0,0
2907,JEANS,C,VESTUARIO,CY,CYA,CYAD,SHORT JEANS CRN SLO INK BARRA CHUVEIRINH,9384680006,34,BOTTOM CURTO JEANS,2,2,both,0,0
2908,BEGE,C,VESTUARIO,C6,C6A,C6AB,3 CALCINHAS APP TRS BIQUINI COTTON LISO,8831750003,M,CALCINHA / BOTTOM,2,0,left_only,-2,2
2909,VINHO,C,VESTUARIO,CM,CMB,CMBA,CALCA CM MSA INK SLIM VINHO EMP 5 POCKET,9440750002,48,CALÇA SARJA,2,0,left_only,-2,2
2910,BRANCO,C,VESTUARIO,CN,CNC,CNCK,CALCINHA JV CN SLO ELLA BORBOLETA ESTAMP,9456480004,M,KIT CALCINHA,1,1,both,0,0
2911,ROSA,C,VESTUARIO,CR,CRA,CRAK,2 CALCINHAS BIQUINI CR SLO ELLA ESTAMPAD,9657140002,M,KIT CALCINHA,3,3,both,0,0
2912,,H,ELETRO-ELETRONICOS,HZ,HZA,HZAM,RELOGIO TUGUIR MASC PRATA KIT PULSEIRA A,9553190000,,KIT MASCULINO PRATA,1,1,both,0,0
2913,JEANS,C,VESTUARIO,C8,C8C,C8CA,CALCA C8 PRD CLOCHARD JUVA INK SUPER STO,9406150001,12,CALÇA,1,0,left_only,-1,1
2914,BRANCO,C,VESTUARIO,CY,CYA,CYAE,BERMUDA SARJA CRN PRD INK LISO BRANCO 44,9676030004,44,BOTTOM CURTO SARJA,3,0,left_only,-3,3
2915,BEGE,C,VESTUARIO,C6,C6B,C6BB,BERMUDA MODELADORA ST COTTON RDA PERNA C,8766940001,M,CALCINHA / BOTTOM,2,1,both,-1,1
2916,JEANS,C,VESTUARIO,CY,CYA,CYAA,CALCA JEANS  BIO MARCA DE TERCEIROS Flar,9697880001,38,CALÇA JEANS,1,1,both,0,0
2917,VERDE,C,VESTUARIO,CM,CMB,CMBA,CALCA CM MSA EVT LCM INK VERDE EMP SLIM,9440740003,40,CALÇA SARJA,1,0,left_only,-1,1
2918,JEANS,C,VESTUARIO,CY,CYA,CYAD,SHORT JEANS JV MSA INK BARRA CHUVEIRINHO,9167460005,42,BOTTOM CURTO JEANS,3,0,left_only,-3,3
2919,BRANCO,C,VESTUARIO,CN,CNC,CNCC,CAMISOLA MANGA CURTA JV CN PRD ELLA FIVE,9654600001,G,CAMISOLA / ROBE,3,1,both,-2,2
2920,CINZA,C,VESTUARIO,CR,CRA,CRAS,SHORT DOLL MANGA CURTA CR SLO ELLA ESTAM,9581400001,M,SHORT DOLL,11,10,both,-1,1
2921,CINZA,C,VESTUARIO,CN,CNC,CNCC,CAMISOLA MANGA CURTA JV CN SLO DISNEY V,9443510001,G,CAMISOLA / ROBE,1,1,both,0,0
2922,JEANS,C,VESTUARIO,CY,CYA,CYAD,BERMUDA JEANS CRN MSA INK USED BARRA DES,9573000004,42,BOTTOM CURTO JEANS,3,2,both,-1,1
2923,JEANS,C,VESTUARIO,CM,CMC,CMCA,CALCA  CRN EVT JNS PRD INK RECORTE USED,9578470005,44,BOTTOM  JOVEM,2,0,left_only,-2,2
2924,JEANS,C,VESTUARIO,CY,CYC,CYCB,CALCA JEANS PS PRD INK USED TANK RASGOS,9481140003,50,CALÇA JEANS PLUS,1,0,left_only,-1,1
2925,BEGE,C,VESTUARIO,C6,C6A,C6AB,CINTA APP TRS MODELADORA REF 01 404 2,8604980004,EG,CALCINHA / BOTTOM,4,2,both,-2,2
2926,JEANS,C,VESTUARIO,CY,CYA,CYAD,SHORT JEANS CRN SLO INK BASICO STONADO L,9383990001,34,BOTTOM CURTO JEANS,2,2,both,0,0
2927,JEANS,C,VESTUARIO,CY,CYA,CYAA,CALCA JEANS JV PRD INK USED TANK BARRA D,9479570001,36,CALÇA JEANS,1,0,left_only,-1,1
2928,JEANS,C,VESTUARIO,CY,CYA,CYAA,CALCA JEANS JV PRD INK CALCA  JV PRD INK,9561520003,40,CALÇA JEANS,1,1,both,0,0
2929,AZUL,C,VESTUARIO,CR,CRB,CRBC,CAMISOLA MANGA CURTA CR PRD ELLA LISO AZ,9569190004,P,CAMISOLA / ROBE,4,4,both,0,0
2930,JEANS,C,VESTUARIO,CY,CYA,CYAA,CALCA CY SAW EVT LAN MARCA DE TERCEIROS,9703620001,34,CALÇA JEANS,1,0,left_only,-1,1
2931,JEANS,C,VESTUARIO,CY,CYA,CYAH,SHORT JEANS JV MSA INK ELASTICO CINTURA,9592960003,38,SAIA,2,1,both,-1,1
2932,ROSA,C,VESTUARIO,CR,CRA,CRAC,CAMISOLA MANGA CURTA CR PRD ELLA LISO 89,9590760002,GG,CAMISOLA / ROBE,8,8,both,0,0
2933,JEANS,C,VESTUARIO,C8,C8C,C8CA,CALCA C8 JUVA PRD INK SKY BLEACH COM USE,9484020001,10,CALÇA,1,0,left_only,-1,1
2934,AZUL,C,VESTUARIO,CM,CMB,CMBB,BERMUDA SARJA CRN MSA INK BERMUDA CHINO,9637480013,46,BERMUDA SARJA,2,0,left_only,-2,2
2935,JEANS,C,VESTUARIO,CY,CYA,CYAA,CALCA JEANS JV MSA INK VISTA ABOTOADA ST,9383950003,38,CALÇA JEANS,7,0,left_only,-7,7
2936,JEANS,C,VESTUARIO,CM,CMA,CMAA,CALCA CM SLO INK SLIM AMACIADA 5 POCKETS,9440390007,42,CALÇA JEANS,5,0,left_only,-5,5
2937,JEANS,C,VESTUARIO,CY,CYA,CYAI,MACACAO SEM MANGA JEANS CRN PRD INK DIRT,9480820003,40,INTEIRO,2,2,both,0,0
2938,CHOCOLATE,C,VESTUARIO,C9,C9A,C9AT,SOUTIEN BASE ESS C9 PRD RENDA BASE CHOCO,8388610001,42,SOUTIEN / TOP,8,1,both,-7,7
2939,JEANS,C,VESTUARIO,CY,CYC,CYCF,MACAQUINHO SEM MANGA JEANS PS PRD INK CO,9481000001,46,INTEIRO PLUS,4,3,both,-1,1
2940,,W,BELEZA,WB,WBI,WBIC,REBECA ABRAVANEL LOCAO HIDRATANTE DESODO,8969720000,,HIDRATANTE CORPORAL,3,3,both,0,0
2941,PRETO,C,VESTUARIO,CM,CMB,CMBB,BERMUDA JEANS CRN MSA INK CHINO LISO 220,9578790013,48,BERMUDA SARJA,1,0,left_only,-1,1
2942,,H,ELETRO-ELETRONICOS,HB,HBH,HBHA,MOTO G52 PRETO 128GB,9623990000,,MOTOROLA,2,1,both,-1,1
2943,JEANS,C,VESTUARIO,CY,CYA,CYAA,CALCA JEANS INK  SKYBLEATCH BARRA NAVALH,9563150002,36,CALÇA JEANS,1,1,both,0,0
2944,PRETO,C,VESTUARIO,CY,CYA,CYAB,CALCA SARJA CRN MSA INK PUSH UP LISO PRE,9480110004,38,CALÇA SARJA,2,0,left_only,-2,2
2945,PRETO,C,VESTUARIO,CJ,CJA,CJAB,BIQUINI CJ PRD ELLA LISO PRETO P PRETO E,9624940004,P,CALCINHA / BOTTOM,2,2,both,0,0
2946,JEANS,C,VESTUARIO,CY,CYA,CYAA,CALCA JEANS CRN SLO INK USED TANK RASGOS,9480770001,36,CALÇA JEANS,1,1,both,0,0
2947,VINHO,C,VESTUARIO,CM,CMB,CMBA,CALCA CM MSA INK SLIM VINHO EMP 5 POCKET,9440750004,38,CALÇA SARJA,1,0,left_only,-1,1
2948,PRETO,C,VESTUARIO,CJ,CJA,CJAC,CAMISOLA APP SEM MANGA SNS SLO ELLA LISO,8907080003,G,CAMISOLA / ROBE,7,6,both,-1,1
2949,ROXO,C,VESTUARIO,CY,CYB,CYBA,CALCA  CRN MSA INK BARRA NAVALHADA LISO,9479840002,40,CALÇA JEANS,2,0,left_only,-2,2
2950,JEANS,C,VESTUARIO,CY,CYA,CYAD,SHORT JEANS INK LISO JEANS 40 JEANS MEDI,9575900004,40,BOTTOM CURTO JEANS,1,1,both,0,0
2951,,W,BELEZA,WK,WKF,WKFM,KPHYTODERM SUPREME DEO COLONIA 100ML C,9705990000,,CATEGORIA MISTA,6,6,both,0,0
2952,ROSA,C,VESTUARIO,CR,CRA,CRAS,SHORT DOLL MANGA CURTA CR SLO ELLA STAY,9470230004,P,SHORT DOLL,2,2,both,0,0
2953,JEANS,C,VESTUARIO,CY,CYA,CYAA,CALCA  CRN PRD INK VISTA ABOTOADA COM RA,9412750001,38,CALÇA JEANS,1,1,both,0,0
2954,JEANS,C,VESTUARIO,CY,CYA,CYAD,SAIA JEANS JV PRD INK PLISSADA  LISO 504,9420210004,38,BOTTOM CURTO JEANS,1,1,both,0,0
2955,LARANJA,C,VESTUARIO,CM,CMB,CMBB,BERMUDA JEANS CRN MSA INK FIVE POCKETS L,9578730004,42,BERMUDA SARJA,2,0,left_only,-2,2
2956,JEANS,C,VESTUARIO,CY,CYA,CYAA,CALCA JEANS  BIO MARCA DE TERCEIROS Skin,9697820001,38,CALÇA JEANS,1,0,left_only,-1,1
2957,JEANS,C,VESTUARIO,CY,CYA,CYAD,SHORT JEANS INK LISO JEANS 40 JEANS CLAR,9575890004,40,BOTTOM CURTO JEANS,2,2,both,0,0
2958,ROSA,C,VESTUARIO,CR,CRA,CRAB,CALCINHA CR PRD ELLA RENDAA TRIANGULO LI,9383040002,GG,CALCINHA / BOTTOM,3,2,both,-1,1
2959,CINZA,C,VESTUARIO,C7,C7A,C7AS,SHORT DOLL MC TG GARFILD GAS C7 52 CINZA,9647880004,52,BERMUDOL/SHORT DOLL,1,1,both,0,0
2960,CINZA,C,VESTUARIO,CN,CNC,CNCC,CAMISOLA MANGA CURTA JV CN PRD DISNEY V,9589320007,G,CAMISOLA / ROBE,4,0,left_only,-4,4
2961,AZUL,C,VESTUARIO,CM,CMB,CMBB,BERMUDA SARJA CRN MSA INK BERMUDA CHINO,9637480010,42,BERMUDA SARJA,1,0,left_only,-1,1
2962,,H,ELETRO-ELETRONICOS,HZ,HZB,HZBF,RELOGIO CONDOR FEM COURO AVULSO ANALOGIC,9543770000,,FEMININO COURO,2,2,both,0,0
2963,JEANS,C,VESTUARIO,CY,CYA,CYAA,CALCA JEANS CF PRD INK USED TANK DIRT RA,9479910002,38,CALÇA JEANS,1,0,left_only,-1,1
2964,CINZA,C,VESTUARIO,C6,C6A,C6AA,3 CALCINHAS APP TANGA TRS COTTON LISO ME,7797290004,GG,CALCINHA / BOTTOM,2,2,both,0,0
2965,CINZA,C,VESTUARIO,CP,CPM,CPMG,2 PARES MEIA INVISIVEL ACC SLO PUG CINZA,9501980001,34/39,MEIA CASUAL/ESPORTIVA,4,1,both,-3,3
2966,JEANS,C,VESTUARIO,C8,C8A,C8AD,BERMUDA C8 INFO PRD INK SUPER STONE COM,9483830003,8,INTEIRO,1,0,left_only,-1,1
2967,BRANCO,C,VESTUARIO,CM,CMB,CMBB,BERMUDA SARJA CF PRD INK LISO BRANCO 44,9569860004,44,BERMUDA SARJA,1,0,left_only,-1,1
2968,ROSA,C,VESTUARIO,CR,CRB,CRBK,CALCINHA CR SLO ELLA ESTAMPADO ROSA M RO,9568840004,M,KIT CALCINHA,2,2,both,0,0
2969,CINZA,C,VESTUARIO,CN,CNC,CNCS,SHORT DOLL MANGA CURTA JV CN PRD DISNEY,9590670003,M,SHORT DOLL,1,1,both,0,0
2970,VERDE,C,VESTUARIO,CR,CRA,CRAB,BIQUINI CR SLO ELLA RENDA LISO VERDE G V,9647250003,G,CALCINHA / BOTTOM,2,2,both,0,0
2971,BRANCO,C,VESTUARIO,CM,CMB,CMBB,BERMUDA SARJA CF PRD INK LISO BRANCO 46,9569860005,46,BERMUDA SARJA,2,0,left_only,-2,2
2972,JEANS,C,VESTUARIO,CY,CYA,CYAF,TOP SEM MANGA JEANS CRN PRD INK CORSET L,9594460005,44,TOP,1,1,both,0,0
2973,CINZA,C,VESTUARIO,CP,CPC,CPCD,CHINELO FECHADO PVC MINNIE ESTAMPADO CIN,9547870002,35/36,CHINELOS,2,0,left_only,-2,2
2974,PINK,C,VESTUARIO,CP,CPM,CPMG,MEIA CP FCX MAIS ACESSORIOS SAPATILHA ES,9306320001,34/39,MEIA CASUAL/ESPORTIVA,5,2,both,-3,3
2975,JEANS,C,VESTUARIO,CY,CYC,CYCB,CALCA JEANS PS PRD INK USED TANK UNHA DE,9481070002,48,CALÇA JEANS PLUS,2,0,left_only,-2,2
2976,JEANS,C,VESTUARIO,CY,CYA,CYAD,SHORT JEANS INK LISO JEANS 36 JEANS CLAR,9575890002,36,BOTTOM CURTO JEANS,2,1,both,-1,1
2977,ROSA,C,VESTUARIO,CY,CYC,CYCC,BERMUDA SARJA PS SLO INK ABERTURA BARRA,9383760003,50,BOTTOM CURTO SARJA PLUS,2,2,both,0,0
2978,JEANS,C,VESTUARIO,CY,CYA,CYAD,SHORT JEANS CRN SLO INK BARRA CHUVEIRINH,9384680001,44,BOTTOM CURTO JEANS,4,1,both,-3,3
2979,JEANS,C,VESTUARIO,CY,CYC,CYCB,CALCA JEANS PS PRD INK USED TANK RASGOS,9481140004,52,CALÇA JEANS PLUS,1,0,left_only,-1,1
2980,,W,BELEZA,WK,WKG,WKGA,ESTOJO MARSELHA VERBENA SHAMPOO CONDIC L,9059910000,,PRODUTOS PARA CORPO,3,3,both,0,0
2981,JEANS,C,VESTUARIO,CY,CYA,CYAA,CALCA JEANS CF MSA INK USED E TANK LISO,9479660005,44,CALÇA JEANS,3,0,left_only,-3,3
2982,JEANS,C,VESTUARIO,CY,CYA,CYAA,CALCA JEANS CRN MSA INK USED TANK BARRA,9384190002,38,CALÇA JEANS,1,0,left_only,-1,1
2983,VERMELHO,C,VESTUARIO,CJ,CJA,CJAS,SHORT DOLL SEM MANGA CJ ELLA LISO VERMEL,9673640001,G,SHORT DOLL,1,1,both,0,0
2984,,W,BELEZA,WA,WAD,WADP,DESODORANTE COLONIA JEQUITI BEN 10 POWER,9692150000,,PERFUME,3,2,both,-1,1
2985,JEANS,C,VESTUARIO,CY,CYC,CYCB,CALCA  PS PRD INK SKY RASGOS ELASTICO TR,9481120004,52,CALÇA JEANS PLUS,2,1,both,-1,1
2986,AZUL,C,VESTUARIO,CY,CYC,CYCC,BERMUDA SARJA PS SLO INK ABERTURA BARRA,9383770004,52,BOTTOM CURTO SARJA PLUS,2,2,both,0,0
2987,DOURADO,C,VESTUARIO,C5,C5E,C5EA,CONJUNTO DOURADO CORACAO   BRINCO CORACA,9563670001,SEM TAMANHO,CONJUNTO,4,0,left_only,-4,4
2988,BEGE,C,VESTUARIO,CM,CMB,CMBA,CALCA CM SLO INK SLIM CHINO GALAO SHITAK,9371410002,40,CALÇA SARJA,1,0,left_only,-1,1
2989,JEANS,C,VESTUARIO,CY,CYA,CYAD,SHORT JEANS INK LISO JEANS 38 JEANS CLAR,9575890003,38,BOTTOM CURTO JEANS,3,3,both,0,0
2990,ROSA,C,VESTUARIO,C6,C6A,C6AB,3 CALCINHAS APP TRS REF 51509 K200 POA R,9524810002,G,CALCINHA / BOTTOM,3,3,both,0,0
2991,CHOCOLATE,C,VESTUARIO,C7,C7A,C7AT,SOUTIEN TG BASICO CHOCO ERI C7 50 CHOCOL,7998020003,50,SOUTIEN / TOP,1,0,left_only,-1,1
2992,CINZA,C,VESTUARIO,CR,CRA,CRAS,SHORT DOLL MANGA CURTA CR SLO ELLA ESTAM,9581400002,GG,SHORT DOLL,4,4,both,0,0
2993,ROSA,C,VESTUARIO,CR,CRB,CRBK,CALCINHA CR SLO ELLA BOBS 932242 ESTAMPA,9568830001,M,KIT CALCINHA,3,3,both,0,0
2994,VERDE,C,VESTUARIO,CR,CRA,CRAB,BIQUINI CR SLO ELLA RENDA LISO VERDE P V,9647250004,P,CALCINHA / BOTTOM,1,1,both,0,0
2995,JEANS,C,VESTUARIO,CY,CYB,CYBA,CALCA  JV MSA INK USED TANK ESMERIL BARR,9415780004,40,CALÇA JEANS,3,0,left_only,-3,3
2996,ROSA,C,VESTUARIO,CY,CYA,CYAH,BERMUDA SARJA CF MSA INK MEIA COXA VISTA,9593120004,42,SAIA,2,0,left_only,-2,2
2997,VERMELHO,C,VESTUARIO,CN,CNC,CNCC,CAMISOLA MANGA CURTA JV CN PRD DISNEY V,9590660001,G,CAMISOLA / ROBE,5,3,both,-2,2
2998,BEGE,C,VESTUARIO,CM,CMB,CMBB,BERMUDA JEANS EVT PAIS CRN PRD INK CATIO,9578810006,50,BERMUDA SARJA,1,0,left_only,-1,1
2999,PRETO,C,VESTUARIO,CY,CYA,CYAB,CALCA SARJA CRN MSA INK PUSH UP LISO PRE,9480110002,42,CALÇA SARJA,1,0,left_only,-1,1
3000,PRETO,C,VESTUARIO,C6,C6A,C6AB,CINTA APP CALCINHA TRS FAIXA ULTRA ZERO,8332790004,GG,CALCINHA / BOTTOM,6,6,both,0,0
3001,BEGE,C,VESTUARIO,C6,C6A,C6AB,CINTA APP TRS MODELADORA REF 01 404 2,8604980003,G,CALCINHA / BOTTOM,9,3,both,-6,6
3002,JEANS,C,VESTUARIO,CY,CYA,CYAA,CALCA JEANS INK JEANS AZUL CLARO  LISO J,9654220002,38,CALÇA JEANS,2,2,both,0,0
3003,MARROM,C,VESTUARIO,C5,C5A,C5AA,OCULOS  C5 MSA MAIS ACESSORIOS  ACE FEM,9683730001,UNICO,ÓCULOS ACETATO,1,1,both,0,0
3004,JEANS,C,VESTUARIO,CY,CYA,CYAI,MACACAO SEM MANGA   CRN PRD INK BOYFRIEN,9422280003,40,INTEIRO,1,1,both,0,0
3005,,W,BELEZA,WL,WLM,WLMC,MASCARA MAQUIAGEM  WL VULT VULT MASC CIL,9032420000,,MASCARA,9,8,both,-1,1
3006,JEANS,C,VESTUARIO,CY,CYB,CYBA,CALCA  JV MSA INK USED TANK ESMERIL BARR,9415790005,42,CALÇA JEANS,2,0,left_only,-2,2
3007,PRETO,C,VESTUARIO,C5,C5A,C5AB,OCULOS  C5 MAIS ACESSORIOS OCULOS FEM ME,9724430001,UNICO,ÓCULOS METAL,1,1,both,0,0
3008,DOURADO,C,VESTUARIO,C5,C5A,C5AB,OCULOS  C5 MSA MAIS ACESSORIOS FEM MET D,9682380001,UNICO,ÓCULOS METAL,1,0,left_only,-1,1
3009,ROSA,C,VESTUARIO,CR,CRA,CRAK,CALCINHA  PRD ELLA ONCA ESTAMPADO ROSA G,9388940002,GG,KIT CALCINHA,1,1,both,0,0
3010,JEANS,C,VESTUARIO,CY,CYA,CYAI,VESTIDO SEM MANGA JEANS CF PRD INK LONGO,9594270008,38,INTEIRO,2,0,left_only,-2,2
3011,JEANS,C,VESTUARIO,CM,CMC,CMCA,CALCA  CRN EVT JNS PRD INK RECORTE USED,9578470007,48,BOTTOM  JOVEM,1,0,left_only,-1,1
3012,JEANS,C,VESTUARIO,CY,CYA,CYAA,CALCA JEANS INK JEANS AZUL CLARO  LISO J,9654220004,42,CALÇA JEANS,1,0,left_only,-1,1
3013,AZUL,C,VESTUARIO,CM,CMB,CMBB,BERMUDA CM SLO INK CHINO MARINHO LISO IN,9290260001,38,BERMUDA SARJA,1,0,left_only,-1,1
3014,AZUL,C,VESTUARIO,C5,C5A,C5AB,OCULOS  C5 MSA MAIS ACESSORIOS MET MASC,9683840001,UNICO,ÓCULOS METAL,1,1,both,0,0
